Results	Entity	Line	Column	CheckID	Check Name
      Fixed Value(65536) used incorrectly	size	342	20	RECOMMENDED_08	Magic Numbers
      Fixed Value(65536) used incorrectly	size	368	28	RECOMMENDED_08	Magic Numbers
      Violation: clang_loadDiagnostics defined but not called.	clang_loadDiagnostics	389	16	RECOMMENDED_13	Unused Functions
      Violation: CXLoadedDiagnosticSetImpl defined but not called.	CXLoadedDiagnosticSetImpl	37	2	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	Alloc	40	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FO	45	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FakeFiles	46	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	mem	51	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	95	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	170	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	error	188	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	errorString	189	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TopDiags	190	45	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CurrentDiags	191	54	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileID	274	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Start	292	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	End	292	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	startLoc	302	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	endLoc	303	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	314	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SR	353	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	378	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	392	13	RECOMMENDED_16	Variables should be commented
    CXLoadedDiagnostic.h					
      "Location" defined in header file.	Location	78	4	RECOMMENDED_01	Definitions in Header Files
      Violation: CXLoadedDiagnostic defined but not called.	CXLoadedDiagnostic	25	2	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	61	14	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	DiagLoc	81	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ranges	83	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FixIts	84	55	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Spelling	85	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DiagOption	86	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CategoryText	87	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	severity	88	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	category	89	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	file	73	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	line	74	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	column	75	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	offset	76	13	RECOMMENDED_16	Variables should be commented
    CXSourceLocation.cpp					
      Max Length(200) Exceeded: 373 lines.	CXSourceLocation.cpp	0	0	RECOMMENDED_02	Files too long
      Fixed Value(0) used incorrectly	ptr_data	33	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	46	24	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	64	21	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	75	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	88	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	100	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	line	124	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	line	180	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	column	182	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	offset	184	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	line	192	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	column	194	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	offset	196	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	isInvalid	203	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	isInvalid	214	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	233	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	275	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	315	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ptr_data	352	25	RECOMMENDED_08	Magic Numbers
      Violation: clang_equalLocations defined but not called.	clang_equalLocations	45	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getRange defined but not called.	clang_getRange	56	14	RECOMMENDED_13	Unused Functions
      Violation: clang_Range_isNull defined but not called.	clang_Range_isNull	81	4	RECOMMENDED_13	Unused Functions
      Violation: clang_getRangeStart defined but not called.	clang_getRangeStart	86	17	RECOMMENDED_13	Unused Functions
      Violation: clang_getRangeEnd defined but not called.	clang_getRangeEnd	98	17	RECOMMENDED_13	Unused Functions
      Violation: clang_getLocation defined but not called.	clang_getLocation	114	17	RECOMMENDED_13	Unused Functions
      Violation: clang_getLocationForOffset defined but not called.	clang_getLocationForOffset	149	17	RECOMMENDED_13	Unused Functions
      Violation: createNullLocation defined but not called.	createNullLocation	187	12	RECOMMENDED_13	Unused Functions
      Violation: clang_Location_isInSystemHeader defined but not called.	clang_Location_isInSystemHeader	199	4	RECOMMENDED_13	Unused Functions
      Violation: clang_Location_isFromMainFile defined but not called.	clang_Location_isFromMainFile	210	4	RECOMMENDED_13	Unused Functions
      Violation: clang_getPresumedLocation defined but not called.	clang_getPresumedLocation	262	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getInstantiationLocation defined but not called.	clang_getInstantiationLocation	293	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getSpellingLocation defined but not called.	clang_getSpellingLocation	302	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getFileLocation defined but not called.	clang_getFileLocation	339	5	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	Result	41	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	52	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	60	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	68	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	89	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	93	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	101	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	105	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	128	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	File	130	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SLoc	131	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXLoc	139	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	159	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SLoc	161	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	200	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	205	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	211	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	216	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	231	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	238	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Invalid	245	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	sloc	246	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	273	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	280	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PreLoc	282	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	313	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	323	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileOffset	324	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	350	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	355	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileLoc	357	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	359	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileOffset	360	11	RECOMMENDED_16	Variables should be commented
    CXSourceLocation.h					
      "translateSourceLocation" defined in header file.	translateSourceLocation	29	0	RECOMMENDED_01	Definitions in Header Files
      "translateSourceLocation" defined in header file.	translateSourceLocation	40	31	RECOMMENDED_01	Definitions in Header Files
      "translateSourceRange" defined in header file.	translateSourceRange	58	28	RECOMMENDED_01	Definitions in Header Files
      "translateSourceLocation" defined in header file.	translateSourceLocation	65	29	RECOMMENDED_01	Definitions in Header Files
      "translateCXSourceRange" defined in header file.	translateCXSourceRange	69	26	RECOMMENDED_01	Definitions in Header Files
      "Result" defined in header file.	Result	34	19	RECOMMENDED_01	Definitions in Header Files
      Violation: translateSourceLocation defined but not called.	translateSourceLocation	40	31	RECOMMENDED_13	Unused Functions
      Violation: translateSourceRange defined but not called.	translateSourceRange	58	28	RECOMMENDED_13	Unused Functions
      Violation: translateSourceLocation defined but not called.	translateSourceLocation	65	29	RECOMMENDED_13	Unused Functions
